title,release_date,popularity,vote_average,genre_ids,genre_names,type
Girlfriends,11/09/2000,94.754,7.529,"[18, 35]","Drama, Comedy",tvshow
Leverage: Redemption,08/07/2021,94.749,7.5,"[10759, 35, 18]","Action & Adventure, Comedy, Drama",tvshow
The Garfield Show,02/11/2009,94.55,5.6,"[16, 35, 10762]","Animation, Comedy, Kids",tvshow
Play Pals,08/05/2014,94.499,0.0,[35],Comedy,tvshow
Maverick,22/09/1957,94.379,6.871,"[35, 37]","Comedy, Western",tvshow
13 Reasons Why,31/03/2017,94.153,7.611,"[18, 9648]","Drama, Mystery",tvshow
The Persuaders!,17/09/1971,94.109,7.6,"[35, 10759, 80]","Comedy, Action & Adventure, Crime",tvshow
Aladdin,06/02/1994,94.068,6.872,"[10759, 16, 35, 10765, 10762]","Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Kids",tvshow
Les Misérables,30/12/2018,94.067,7.393,[18],Drama,tvshow
Les Misérables,30/12/2018,94.067,7.393,[18],"Drama, War & Politics",tvshow
The Mighty Ones,09/11/2020,93.92,7.4,"[16, 35]","Animation, Comedy",tvshow
Baat Hamari Pakki Hai,25/02/2011,93.911,5.0,[],,tvshow
Rogue,03/04/2013,93.798,7.029,"[18, 80]","Drama, Crime",tvshow
CSI: Vegas,06/10/2021,93.729,8.0,"[80, 18, 9648]","Crime, Drama, Mystery",tvshow
The Bonnie Hunt Show,08/09/2008,93.725,4.4,[10767],Talk,tvshow
Nashville,10/10/2012,93.723,6.493,[18],Drama,tvshow
The Two Ronnies,10/04/1971,93.576,7.714,[35],Comedy,tvshow
The Two Ronnies,10/04/1971,93.576,7.714,[35],Comedy,tvshow
Messiah,26/05/2001,93.524,7.079,"[9648, 18, 80]","Mystery, Drama, Crime",tvshow
Messiah,01/01/2020,89.731,7.258,[18],"Mystery, Drama, Crime",tvshow
Rubble & Crew,03/02/2023,93.508,7.4,"[10762, 16]","Kids, Animation",tvshow
The Worst Witch,11/01/2017,93.484,7.488,"[10762, 9648, 10765]","Kids, Mystery, Sci-Fi & Fantasy",tvshow
Dave the Barbarian,23/01/2004,93.397,7.49,"[16, 10765, 35]","Animation, Sci-Fi & Fantasy, Comedy",tvshow
The Dean Martin Show,16/09/1965,93.364,7.353,[35],Comedy,tvshow
Stuck in the Middle,14/02/2016,93.241,7.7,"[35, 10751]","Comedy, Family",tvshow
The Amazing Race Australia,16/05/2011,93.223,9.1,[10764],Reality,tvshow
Teen Titans,19/07/2003,93.125,8.3,"[16, 10759]","Animation, Action & Adventure",tvshow
Gardening Australia,12/02/2005,93.09,6.667,[99],Documentary,tvshow
Fate: The Winx Saga,22/01/2021,92.972,8.09,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
My Wife and Kids,28/03/2001,92.96,7.413,"[35, 10751, 18]","Comedy, Family, Drama",tvshow
Chrisley Knows Best,11/03/2014,92.907,7.3,"[10764, 35]","Reality, Comedy",tvshow
Chrisley Knows Best,11/03/2014,92.907,7.3,"[10764, 35]","Reality, Comedy",tvshow
Sanjay and Craig,25/05/2013,92.888,5.2,"[16, 35, 10762]","Animation, Comedy, Kids",tvshow
The Order,07/03/2019,92.663,7.712,"[18, 9648, 10765]","Drama, Mystery, Sci-Fi & Fantasy",tvshow
The Avengers: Earth's Mightiest Heroes,20/10/2010,92.649,8.162,"[10759, 16, 10765, 10751]","Action & Adventure, Animation, Sci-Fi & Fantasy, Family",tvshow
American Experience,04/10/1988,92.556,7.5,[99],Documentary,tvshow
"Scooby-Doo, Where Are You!",13/09/1969,92.549,7.831,"[16, 9648, 35, 10762, 10751]","Animation, Mystery, Comedy, Kids, Family",tvshow
Babar and the Adventures of Badou,22/11/2010,92.514,4.3,"[16, 10762, 10751]","Animation, Kids, Family",tvshow
Goosebumps,27/10/1995,92.493,7.903,"[10765, 9648, 10762, 35]","Sci-Fi & Fantasy, Mystery, Kids, Comedy",tvshow
Goosebumps,27/10/1995,92.493,7.903,"[10765, 9648, 10762, 35]","Action & Adventure, Sci-Fi & Fantasy, Comedy",tvshow
Goosebumps,27/10/1995,92.493,7.903,"[10765, 9648, 10762, 35]","Action & Adventure, Sci-Fi & Fantasy, Comedy",tvshow
Goosebumps,13/10/2023,50.159,7.312,"[10759, 10765, 35]","Sci-Fi & Fantasy, Mystery, Kids, Comedy",tvshow
Goosebumps,13/10/2023,50.159,7.312,"[10759, 10765, 35]","Action & Adventure, Sci-Fi & Fantasy, Comedy",tvshow
Goosebumps,13/10/2023,50.159,7.312,"[10759, 10765, 35]","Action & Adventure, Sci-Fi & Fantasy, Comedy",tvshow
The Righteous Gemstones,18/08/2019,92.374,7.4,"[35, 18]","Comedy, Drama",tvshow
"True Jackson, VP",08/11/2008,92.371,7.6,[35],Comedy,tvshow
Evil Lives Here,17/01/2016,92.334,7.9,[99],Documentary,tvshow
Die Hart,20/07/2020,92.289,6.746,"[10759, 35]","Action & Adventure, Comedy",tvshow
Lux Video Theatre,02/10/1950,92.203,5.5,"[18, 35]","Drama, Comedy",tvshow
A Place to Call Home,28/04/2013,92.19,7.3,[18],Drama,tvshow
Wynonna Earp,01/04/2016,92.177,7.882,"[10759, 10765, 37]","Action & Adventure, Sci-Fi & Fantasy, Western",tvshow
Love Island Australia,27/05/2018,92.09,5.532,[10764],Reality,tvshow
Fawlty Towers,19/09/1975,92.078,8.225,[35],Comedy,tvshow
Harley Quinn,29/11/2019,92.077,8.396,"[10759, 16, 35, 10765, 80]","Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Crime",tvshow
Harley Quinn,29/11/2019,92.077,8.396,"[10759, 16, 35, 10765, 80]","Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Crime",tvshow
Arcane,06/11/2021,92.073,8.749,"[16, 18, 10765, 10759]","Animation, Drama, Sci-Fi & Fantasy, Action & Adventure",tvshow
Arcane,06/11/2021,92.073,8.749,"[16, 18, 10765, 10759]","Animation, Drama, Sci-Fi & Fantasy, Action & Adventure",tvshow
The Acolyte,04/06/2024,92.044,8.0,"[9648, 10765]","Mystery, Sci-Fi & Fantasy",tvshow
"Go, Diego, Go!",20/02/2010,91.945,6.112,[16],Animation,tvshow
She-Ra and the Princesses of Power,13/11/2018,91.927,8.5,"[16, 10762, 10765]","Animation, Kids, Sci-Fi & Fantasy",tvshow
America's Funniest Home Videos,26/11/1989,91.914,6.6,"[35, 10767, 10764]","Comedy, Talk, Reality",tvshow
Never Have I Ever,27/04/2020,91.855,8.143,"[35, 18]","Comedy, Drama",tvshow
Chernobyl,06/05/2019,91.752,8.667,[18],Drama,tvshow
Laverne & Shirley,27/01/1976,91.689,7.234,"[35, 10751]","Comedy, Family",tvshow
Kate Garraway's Life Stories,22/02/2009,91.58,5.9,[10767],Talk,tvshow
Kate Garraway's Life Stories,22/02/2009,91.58,5.9,[10767],Talk,tvshow
Fat Albert and the Cosby Kids,09/09/1972,91.551,6.391,"[16, 35]","Animation, Comedy",tvshow
The Joe Rogan Experience,24/12/2009,91.488,5.5,[],,tvshow
Miracle Workers,12/02/2019,91.435,6.8,"[35, 18]","Comedy, Drama",tvshow
Rosewood,23/09/2015,91.435,6.48,[18],Drama,tvshow
Liv and Maddie,19/07/2013,91.289,8.072,"[35, 10751, 18]","Comedy, Family, Drama",tvshow
Washington Week with The Atlantic,23/02/1967,91.197,9.5,"[10763, 10767, 10768]","News, Talk, War & Politics",tvshow
Dancing on Ice,14/01/2006,91.126,5.3,[10764],Reality,tvshow
Berlin Station,16/10/2016,91.121,7.206,"[10759, 18]","Action & Adventure, Drama",tvshow
Everwood,16/09/2002,91.085,7.577,"[18, 10751]","Drama, Family",tvshow
Big Wolf on Campus,02/04/1999,91.063,7.2,"[10759, 10765, 18, 35]","Action & Adventure, Sci-Fi & Fantasy, Drama, Comedy",tvshow
The Walking Dead: Dead City,18/06/2023,91.048,8.133,"[10759, 18, 10765]","Action & Adventure, Drama, Sci-Fi & Fantasy",tvshow
Maniac,21/09/2018,91.04,7.4,"[35, 18, 10765]","Comedy, Drama, Sci-Fi & Fantasy",tvshow
Rainbow,16/10/1972,91.015,6.579,"[35, 10762]","Comedy, Kids",tvshow
Flight of the Conchords,17/06/2007,91.012,7.875,[35],Comedy,tvshow
It Ain't Half Hot Mum,03/01/1974,90.99,7.267,"[35, 10768]","Comedy, War & Politics",tvshow
Echo,09/01/2024,90.942,6.296,"[18, 80, 10759]","Drama, Crime, Action & Adventure",tvshow
Milo Murphy's Law,03/10/2016,90.94,7.4,"[10751, 35, 16]","Family, Comedy, Animation",tvshow
ITV Play of the Week,27/09/1955,90.788,4.0,[],,tvshow
ITV Play of the Week,27/09/1955,90.788,4.0,[],,tvshow
The Larry Sanders Show,15/08/1992,90.719,7.719,[35],Comedy,tvshow
The Larry Sanders Show,15/08/1992,90.719,7.719,[35],Comedy,tvshow
Nurse Jackie,08/06/2009,90.709,7.024,"[18, 35]","Drama, Comedy",tvshow
Body of Proof,29/03/2011,90.648,6.92,"[18, 80, 9648, 35]","Drama, Crime, Mystery, Comedy",tvshow
Mr. Bean,01/01/1990,90.525,7.946,"[35, 10751]","Comedy, Family",tvshow
Batwoman,06/10/2019,90.52,6.984,"[10765, 10759]","Sci-Fi & Fantasy, Action & Adventure",tvshow
Big Mouth,29/09/2017,90.484,7.7,"[35, 16]","Comedy, Animation",tvshow
Big Mouth,29/09/2017,90.484,7.7,"[35, 16]","Mystery, Drama, Crime",tvshow
Awkward.,19/07/2011,90.484,7.457,"[35, 18]","Comedy, Drama",tvshow
The Surreal Life,09/01/2003,90.457,7.8,[10764],Reality,tvshow
Tony Awards,01/04/1956,90.447,5.0,[],,tvshow
The Sullivans,15/11/1976,90.358,4.8,"[18, 10766]","Drama, Soap",tvshow
The X Factor,04/09/2004,90.299,5.2,[10764],Reality,tvshow
The X Factor,04/09/2004,90.299,5.2,[10764],Reality,tvshow
Obliterated,30/11/2023,90.204,6.966,"[35, 10759, 18]","Comedy, Action & Adventure, Drama",tvshow
North and South,03/11/1985,90.161,7.4,"[18, 10768]","Drama, War & Politics",tvshow
Team Umizoomi,25/01/2010,90.095,7.6,"[16, 10765, 10759]","Animation, Sci-Fi & Fantasy, Action & Adventure",tvshow
Pocoyo,05/01/2005,90.083,7.0,"[16, 10751]","Animation, Family",tvshow
The Secret Life of the American Teenager,01/07/2008,90.063,7.134,"[18, 35]","Drama, Comedy",tvshow
Lilyhammer,25/01/2012,90.017,7.4,"[18, 35, 80]","Drama, Comedy, Crime",tvshow
Ask This Old House,10/10/2002,90.011,3.7,[99],Documentary,tvshow
Combat!,02/10/1962,89.943,7.577,"[10768, 18]","War & Politics, Drama",tvshow
The Simple Life,02/12/2003,89.881,4.4,"[10764, 35]","Reality, Comedy",tvshow
Gabby Duran and the Unsittables,11/10/2019,89.805,7.5,"[35, 10765, 10751]","Comedy, Sci-Fi & Fantasy, Family",tvshow
The White Shadow,27/11/1978,89.774,6.808,"[18, 10751]","Drama, Family",tvshow
FUBAR,25/05/2023,89.753,6.728,"[10759, 18, 35]","Action & Adventure, Drama, Comedy",tvshow
P-Valley,12/07/2020,89.686,7.782,"[18, 80]","Drama, Crime",tvshow
Nature,10/10/1982,89.454,8.113,"[99, 10751]","Documentary, Family",tvshow
Crazy like a Fox,30/12/1984,89.44,7.1,"[35, 18]","Comedy, Drama",tvshow
Dickinson's Real Deal,06/11/2006,89.375,8.0,"[99, 10751, 10764]","Documentary, Family, Reality",tvshow
NCIS: Hawai'i,20/09/2021,89.32,7.953,"[80, 18]","Crime, Drama",tvshow
Creepshow,26/09/2019,89.261,7.451,"[9648, 10765]","Mystery, Sci-Fi & Fantasy",tvshow
Crossing Lines,22/08/2013,89.261,6.6,"[10759, 80, 18]","Action & Adventure, Crime, Drama",tvshow
WWE Superstars,16/04/2009,89.258,7.3,"[10759, 18]","Action & Adventure, Drama",tvshow
Ring of Honor Wrestling,21/03/2009,89.147,6.4,[],,tvshow
PB&J Otter,15/03/1998,89.144,7.0,[16],Animation,tvshow
PB&J Otter,15/03/1998,89.144,7.0,[16],Animation,tvshow
Dr. Kildare,27/09/1961,89.123,5.375,[18],Drama,tvshow
One Day,08/02/2024,89.087,7.877,[18],Drama,tvshow
Unforgettable,20/09/2011,89.047,7.157,"[80, 18, 9648]","Crime, Drama, Mystery",tvshow
A Gentleman in Moscow,29/03/2024,88.98,6.5,[18],Drama,tvshow
The Night Agent,23/03/2023,88.775,7.839,"[18, 9648, 10759]","Drama, Mystery, Action & Adventure",tvshow
The Night Agent,23/03/2023,88.775,7.839,"[18, 9648, 10759]","Drama, Mystery, Action & Adventure",tvshow
The Gifted,02/10/2017,88.748,7.643,"[10765, 10759, 18]","Sci-Fi & Fantasy, Action & Adventure, Drama",tvshow
Biker Mice from Mars,18/09/1993,88.607,6.2,"[10762, 16, 10759, 35]","Kids, Animation, Action & Adventure, Comedy",tvshow
Chicago Hope,18/09/1994,88.6,7.2,"[10766, 18]","Soap, Drama",tvshow
Chicago Hope,18/09/1994,88.6,7.2,"[10766, 18]","Soap, Drama",tvshow
Motherland: Fort Salem,18/03/2020,88.568,8.02,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
Motherland: Fort Salem,18/03/2020,88.568,8.02,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
101 Dalmatian Street,18/03/2019,88.549,7.1,"[16, 10751, 10762]","Animation, Family, Kids",tvshow
101 Dalmatian Street,18/03/2019,88.549,7.1,"[16, 10751, 10762]","Animation, Family, Kids",tvshow
Summer Camp Island,07/07/2018,88.526,7.5,"[16, 35, 10751, 10765, 9648]","Animation, Comedy, Family, Sci-Fi & Fantasy, Mystery",tvshow
11.22.63,15/02/2016,88.523,7.776,"[18, 10765]","Drama, Sci-Fi & Fantasy",tvshow
Hailey's On It!,08/06/2023,88.469,7.5,"[16, 10751, 35, 10765]","Animation, Family, Comedy, Sci-Fi & Fantasy",tvshow
Andi Mack,07/04/2017,88.423,8.107,"[35, 10751, 18]","Comedy, Family, Drama",tvshow
Transparent,26/09/2014,88.304,6.391,"[35, 18]","Comedy, Drama",tvshow
Younger,31/03/2015,88.281,6.786,"[18, 35]","Drama, Comedy",tvshow
Bridge of Lies,14/03/2022,88.223,5.0,[10764],Reality,tvshow
The Boondocks,06/11/2005,88.199,8.158,"[10759, 35, 16]","Action & Adventure, Comedy, Animation",tvshow
Tamron Hall,09/09/2019,88.127,5.1,[10767],Talk,tvshow
I Wish It Were You,07/04/2024,88.104,0.0,[],,tvshow
Madagascar: A Little Wild,07/09/2020,88.084,7.038,"[16, 10762]","Animation, Kids",tvshow
Anger Management,28/06/2012,87.965,6.2,[35],Comedy,tvshow
Little Women: Atlanta,27/01/2016,87.901,6.9,[10764],Reality,tvshow
Little Women: Atlanta,27/01/2016,87.901,6.9,[10764],Reality,tvshow
Spenser: For Hire,20/09/1985,87.824,6.7,"[18, 80, 9648]","Drama, Crime, Mystery",tvshow
Spenser: For Hire,20/09/1985,87.824,6.7,"[18, 80, 9648]","Drama, Crime, Mystery",tvshow
The Sandman,05/08/2022,87.819,8.0,"[10765, 18, 10759]","Sci-Fi & Fantasy, Drama, Action & Adventure",tvshow
The Super Hero Squad Show,14/09/2009,87.806,7.42,"[10759, 16, 35]","Action & Adventure, Animation, Comedy",tvshow
The Little Mermaid,11/09/1992,87.779,6.961,"[10751, 16, 10762]","Family, Animation, Kids",tvshow
Star Wars: Clone Wars,07/11/2003,87.729,7.7,"[10759, 16, 10765]","Action & Adventure, Animation, Sci-Fi & Fantasy",tvshow
Star Wars: Clone Wars,07/11/2003,87.729,7.7,"[10759, 16, 10765]","Action & Adventure, Animation, Sci-Fi & Fantasy",tvshow
The Inspector Lynley Mysteries,08/04/2002,87.709,7.1,"[80, 18]","Crime, Drama",tvshow
Star Wars Resistance,07/10/2018,87.681,6.3,"[10765, 16, 10759]","Sci-Fi & Fantasy, Animation, Action & Adventure",tvshow
Crown Court,11/10/1972,87.656,5.0,[18],Drama,tvshow
Scooby-Doo and Scrappy-Doo,22/09/1979,87.528,7.5,"[16, 9648, 35, 10751, 10762]","Animation, Mystery, Comedy, Family, Kids",tvshow
Sunset Beach,06/01/1997,87.521,6.1,"[10766, 18]","Soap, Drama",tvshow
The Brittas Empire,03/01/1991,87.382,6.542,[35],Comedy,tvshow
The Brittas Empire,03/01/1991,87.382,6.542,[35],Comedy,tvshow
The Glades,11/07/2010,87.362,7.1,"[80, 18, 10759]","Crime, Drama, Action & Adventure",tvshow
The Hollywood Palace,04/01/1964,87.342,4.5,[35],Comedy,tvshow
The Hollywood Palace,04/01/1964,87.342,4.5,[35],Comedy,tvshow
The Flip Wilson Show,17/09/1970,87.328,4.8,[35],Comedy,tvshow
The Flip Wilson Show,17/09/1970,87.328,4.8,[35],Comedy,tvshow
Secret Diary of a Call Girl,27/09/2007,87.29,6.9,"[18, 35]","Drama, Comedy",tvshow
Secret Diary of a Call Girl,27/09/2007,87.29,6.9,"[18, 35]","Drama, Comedy",tvshow
Alas Smith and Jones,31/01/1984,87.092,7.357,[35],Comedy,tvshow
Hetty Wainthropp Investigates,03/01/1996,87.049,6.923,"[18, 80]","Drama, Crime",tvshow
Married at First Sight UK,09/07/2015,87.038,5.0,[10764],Reality,tvshow
The Chew,26/09/2011,86.963,5.5,[10767],Talk,tvshow
Web of Lies,08/01/2014,86.934,8.1,"[80, 99, 10764]","Crime, Documentary, Reality",tvshow
Web of Lies,08/01/2014,86.934,8.1,"[80, 99, 10764]","Crime, Documentary, Reality",tvshow
Russian Doll,01/02/2019,86.91,7.4,"[35, 18]","Comedy, Drama",tvshow
Monsters at Work,07/07/2021,86.733,7.166,"[10751, 35, 16]","Family, Comedy, Animation",tvshow
Kung Fu,07/04/2021,86.721,7.5,"[10759, 18]","Action & Adventure, Drama",tvshow
It's Christopher Lowell,06/09/1999,86.707,0.0,[],,tvshow
Virgin River,06/12/2019,86.702,7.966,[18],Drama,tvshow
Baskets,21/01/2016,86.675,6.983,[35],Comedy,tvshow
Daria,03/03/1997,86.529,8.297,"[35, 16]","Comedy, Animation",tvshow
Scream Queens,22/09/2015,86.469,7.9,"[9648, 35]","Mystery, Comedy",tvshow
Snowpiercer,17/05/2020,86.457,7.4,[10765],Sci-Fi & Fantasy,tvshow
M.I. High,08/01/2007,86.417,6.2,"[10759, 80, 18, 10751]","Action & Adventure, Crime, Drama, Family",tvshow
Jim'll Fix It,31/05/1975,86.412,0.0,"[10751, 10762]","Family, Kids",tvshow
Warehouse 13,07/07/2009,86.349,7.661,"[10765, 35, 10759, 18]","Sci-Fi & Fantasy, Comedy, Action & Adventure, Drama",tvshow
Neebs Gaming - Ark Survival Evolved,28/06/2015,86.286,0.0,[],,tvshow
DreamWorks Dragons,07/08/2012,86.192,7.698,"[16, 10759, 10765, 35]","Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",tvshow
Skippy the Bush Kangaroo,05/02/1968,86.173,5.529,[10751],Family,tvshow
Aquarius,28/05/2015,86.103,6.522,"[18, 80]","Drama, Crime",tvshow
Private Eyes,26/05/2016,86.068,7.3,"[80, 18, 35]","Crime, Drama, Comedy",tvshow
Ex on the Beach,19/04/2018,85.883,7.5,"[10764, 18]",Reality,tvshow
Ex on the Beach,19/04/2018,85.883,7.5,"[10764, 18]","Reality, Drama",tvshow
Ex on the Beach,22/04/2014,82.854,4.6,[10764],Reality,tvshow
Ex on the Beach,22/04/2014,82.854,4.6,[10764],"Reality, Drama",tvshow
My Big Big Friend,09/09/2009,85.8,6.0,[16],Animation,tvshow
The Mr. Magoo Show,07/11/1960,85.69,6.7,[16],Animation,tvshow
The Mr. Magoo Show,07/11/1960,85.69,6.7,[16],Animation,tvshow
Randy Cunningham: 9th Grade Ninja,13/08/2012,85.635,8.122,"[10759, 16, 35, 10765]","Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",tvshow
Ready Steady Go!,09/08/1963,85.616,0.0,[],,tvshow
Lily's Driftwood Bay,05/05/2014,85.564,7.0,"[10762, 16, 10751]","Kids, Animation, Family",tvshow
Reaper,25/09/2007,85.559,6.992,"[10765, 18, 35]","Sci-Fi & Fantasy, Drama, Comedy",tvshow
On Air with Ryan Seacrest,01/01/2004,85.547,9.5,"[10767, 10763]","Talk, News",tvshow
Three's Company,15/03/1977,85.495,7.766,[35],Comedy,tvshow
Johnny Test,17/09/2005,85.483,6.169,"[16, 35, 10762]","Animation, Comedy, Kids",tvshow
Johnny Test,17/09/2005,85.483,6.169,"[16, 35, 10762]","Animation, Comedy",tvshow
Johnny Test,16/07/2021,57.667,7.2,"[16, 35]","Animation, Comedy, Kids",tvshow
Johnny Test,16/07/2021,57.667,7.2,"[16, 35]","Animation, Comedy",tvshow
Perception,09/07/2012,85.478,7.215,"[80, 18, 9648]","Crime, Drama, Mystery",tvshow
Static Shock,23/09/2000,85.472,8.1,"[10759, 16, 10765]","Action & Adventure, Animation, Sci-Fi & Fantasy",tvshow
Second City Television,21/09/1976,85.328,7.396,[35],Comedy,tvshow
Underbelly,13/02/2008,85.293,6.514,[18],Drama,tvshow
Rookie Blue,24/06/2010,85.242,7.657,"[18, 80]","Drama, Crime",tvshow
Rookie Blue,24/06/2010,85.242,7.657,"[18, 80]","Drama, Crime",tvshow
Beacon 23,12/11/2023,85.241,5.8,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
Beacon 23,12/11/2023,85.241,5.8,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
Big Sky,17/11/2020,85.239,7.279,"[80, 18, 9648]","Crime, Drama, Mystery",tvshow
The Hardy Boys / Nancy Drew Mysteries,30/01/1977,85.238,7.1,"[9648, 10759]","Mystery, Action & Adventure",tvshow
How the West Was Won,06/02/1977,85.219,7.0,"[37, 18]","Western, Drama",tvshow
Prehistoric Planet,23/05/2022,85.144,8.358,"[99, 10759]","Documentary, Action & Adventure",tvshow
Angelina Ballerina: The Next Steps,05/09/2009,85.004,7.2,"[10751, 16, 10762]","Family, Animation, Kids",tvshow
Britannia,18/01/2018,84.968,6.881,"[18, 10765, 10759]","Drama, Sci-Fi & Fantasy, Action & Adventure",tvshow
Z Nation,12/09/2014,84.919,7.22,"[9648, 10759, 18]","Mystery, Action & Adventure, Drama",tvshow
Reno 911!,23/07/2003,84.785,7.263,[35],Comedy,tvshow
Carte Blanche,21/08/1988,84.783,7.0,[10763],News,tvshow
Sonic Prime,15/12/2022,84.733,8.27,"[16, 10759, 10765, 10762]","Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",tvshow
The Croods: Family Tree,23/09/2021,84.625,7.228,"[16, 10751, 10759, 35]","Animation, Family, Action & Adventure, Comedy",tvshow
American Ninja Warrior,12/12/2009,84.548,6.9,[10764],Reality,tvshow
The Big Valley,15/09/1965,84.405,5.929,"[37, 18]","Western, Drama",tvshow
Frequency,05/10/2016,84.385,7.111,"[10765, 18, 9648]","Sci-Fi & Fantasy, Drama, Mystery",tvshow
Frequency,05/10/2016,84.385,7.111,"[10765, 18, 9648]","Sci-Fi & Fantasy, Drama, Mystery",tvshow
Jake and Amir,23/04/2007,84.294,5.0,[35],Comedy,tvshow
The Catch,24/03/2016,84.284,6.513,"[18, 80, 35]","Drama, Crime, Comedy",tvshow
So Weird,18/01/1999,84.284,6.0,"[9648, 10765, 10762]","Mystery, Sci-Fi & Fantasy, Kids",tvshow
Clarissa Explains It All,23/03/1991,84.214,7.823,[35],Comedy,tvshow
Foyle's War,27/10/2002,84.165,7.791,"[9648, 18, 10768, 80]","Mystery, Drama, War & Politics, Crime",tvshow
Battle of the Planets,18/09/1978,84.161,6.672,"[16, 10759, 10765]","Animation, Action & Adventure, Sci-Fi & Fantasy",tvshow
Black Books,29/09/2000,83.989,8.027,[35],Comedy,tvshow
Anthony Bourdain: Parts Unknown,14/04/2013,83.916,7.544,[99],Documentary,tvshow
Dad's Army,31/07/1968,83.91,7.325,[35],Comedy,tvshow
WordGirl,07/09/2007,83.901,6.9,[16],Animation,tvshow
Climax!,07/10/1954,83.816,2.7,"[18, 9648]","Drama, Mystery",tvshow
Holby City,12/01/1999,83.803,5.711,"[10766, 18]","Soap, Drama",tvshow
Mayans M.C.,04/09/2018,83.779,8.1,"[80, 18]","Crime, Drama",tvshow
The Ricki Lake Show,10/09/2012,83.776,2.0,[10767],Talk,tvshow
Courageous Cat and Minute Mouse,01/01/1960,83.683,6.0,[16],Animation,tvshow
"Dr. Katz, Professional Therapist",28/05/1995,83.677,7.7,"[16, 35]","Animation, Comedy",tvshow
Emergency!,22/01/1972,83.659,7.726,"[10759, 18, 99]","Action & Adventure, Drama, Documentary",tvshow
The Talk,18/10/2010,83.597,2.8,[10767],Talk,tvshow
The Batman,11/09/2004,83.584,7.842,"[16, 10765, 9648, 10759]","Animation, Sci-Fi & Fantasy, Mystery, Action & Adventure",tvshow
The Batman,11/09/2004,83.584,7.842,"[16, 10765, 9648, 10759]","Animation, Sci-Fi & Fantasy, Mystery, Action & Adventure",tvshow
"Roswell, New Mexico",15/01/2019,83.522,7.856,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Lawless Years,16/04/1959,83.516,7.0,"[80, 18]","Crime, Drama",tvshow
Hee Haw,15/06/1969,83.467,7.6,[35],Comedy,tvshow
Power Book III: Raising Kanan,18/07/2021,83.458,8.345,"[18, 80]","Drama, Crime",tvshow
Wheeler Dealers,05/10/2003,83.44,7.1,"[10764, 99]","Reality, Documentary",tvshow
Wheeler Dealers,05/10/2003,83.44,7.1,"[10764, 99]","Reality, Documentary",tvshow
Beast Wars: Transformers,22/04/1996,83.427,8.13,"[16, 10759]","Animation, Action & Adventure",tvshow
